numero_base,classe,descricao
280132,28,Luvas para esgrima
280141,28,Luvas de beisebol
280142,28,Cintos de segurança para alpinistas
280143,28,Cotoveleiras para esportes
280144,28,Joelheiras para esportes
280145,28,Móbiles [brinquedos]
280146,28,Parapentes
280147,28,Almofadas de proteção [partes de vestimentas desportivas]
280148,28,Skates*
280149,28,Escorregas [equipamentos de playground]
280150,28,Trampolins [artigos desportivos]
280151,28,Ursos de pelúcia
280152,28,Esquis aquáticos
280153,28,Luvas de golfe
280154,28,Indicadores de mordida [material de pesca]
280155,28,Sensores de mordida [material de pesca]
280156,28,Jogos de mesa
280157,28,Carrossel de parque de diversões
280158,28,Discos volantes [brinquedos]
280159,28,Ferraduras com jogos
280160,28,Mah-jong
280161,28,Brinquedos de pelúcia
280162,28,Bolinhas de sabão [brinquedo]
280163,28,Veículos de brinquedos
280164,28,Bastões de balizas
280165,28,Redes para borboletas
280166,28,Bolsas especialmente concebidas para esquis
280167,28,Arreios para windsurfe
280168,28,Quebra-cabeça de armar
280169,28,Mastro para windsurfe
280170,28,Armas de paintball [artigos desportivos]
280171,28,Munição para armas de paintball [artigos desportivos]
280172,28,Trela [correia] para pranchas de surfe
280173,28,Lançador de bolas de tênis
280174,28,Blocos de partida para esportes
280175,28,Globos de neve
280176,28,Cintos de halterofilia [artigos desportivos]
280177,28,Prancha de body-board
280178,28,Cartões para bingo
280179,28,Instrumentos para recolocar tufos de grama [golfe]
280180,28,Apito chamariz
280181,28,Rodas de roleta
280182,28,Patins em linha
280183,28,Piñatas
280184,28,Sacos de pancada
280185,28,Veículos de brinquedo de controle remoto
280186,28,Resina utilizada por atletas
280187,28,Raquete para neve [calçado]
280188,28,Estilingue [atiradeira]
280189,28,"Máquinas de entretenimento automáticas, operadas por moedas"
280190,28,Caleidoscópio
280191,28,Cartas de baralho
280192,28,Confete
280193,28,Alvos eletrônicos
280194,28,Iscas odoríferas para caça e pesca
280195,28,Telas de camuflagem [artigos esportivos]
280196,28,Suportes atléticos [artigos esportivos]
280197,28,Snowboards [pranchas para surfar na neve]
280198,28,Kits de miniaturas para montar [brinquedos]
280199,28,Pachinko [jogo]
280201,28,Ascensores [equipamentos de montanhismo]
280202,28,Máquinas de jogo de azar
280203,28,Caça-níqueis [máquinas de jogo]
280204,28,Chapéus de festa em papel
280205,28,Pranchas de natação
280206,28,Fichas para jogos de azar
280207,28,Cartões de raspar de loteria instantânea
280208,28,Brinquedos com enchimento
280209,28,Cama elástica
280210,28,Varas para salto com vara
280211,28,Boias de braço
280212,28,Cintos de natação
280213,28,Coletes de natação
280214,28,Videogames
280215,28,Jogos portáteis com tela de cristal líquido
280216,28,Máquinas de videogame [fliperamas]
280217,28,Controles para consoles de jogos
280218,28,Miniaturas de brinquedos
280219,28,Bonecos
280220,28,Máquinas lançadoras de bolas
280221,28,Pesos [halteres]
280222,28,Máscaras [brinquedos]
280223,28,Matrioskas
280224,28,Controles para brinquedos
280225,28,Carrinhos para sacos de golfe
280226,28,Pranchas para stand up paddle
280227,28,Giroscópios e estabilizadores de voo para aeromodelos
280228,28,Controles [joystick] para videogames
280229,28,Filmes protetores adaptados para telas de jogos portáteis
280230,28,Drones [brinquedos]
280231,28,Robôs de brinquedo
280232,28,Agulhas de bombas de ar para encher bolas de jogos
280233,28,Bombas adaptadas especialmente para uso em bolas de jogo
280234,28,Baby gyms [tapetes de atividades para bebês]
280235,28,Naninhas para bebês
280236,28,Triciclos para crianças [brinquedo]
280237,28,Cosméticos de brinquedo
280238,28,Objetos infláveis para piscinas
280239,28,Fitas para ginástica rítmica
280240,28,Lança-confetes para festas
280241,28,Massa gelatinosa de brinquedo
280242,28,Massa para modelar de brinquedo [massinha]
280243,28,Jogos e brinquedos portáteis com funções de telecomunicação integradas
280244,28,Bumerangues
280245,28,Cartas colecionáveis para jogos
280246,28,Cintas modeladoras abdominais para exercícios
280247,28,Pés de pato para mergulho
280248,28,Luvas com membranas para natação
280248,28,Membranas para natação
280249,28,Jogos infláveis para piscinas
280250,28,Rollerskis
280251,28,Bastões para esqui
280252,28,Bastões para rollerski
280253,28,Ioga swing [balanço para ioga]
280254,28,Tendas de brinquedo
280255,28,Consoles de videogames
280256,28,Consoles portáteis de videogames
280257,28,Casinhas de criança para brincar
280258,28,Coquilhas de proteção para esportes
280259,28,Etiquetas para sacos de golfe
280260,28,Trenós para a prática de skeleton
280261,28,Bolsas especialmente concebidas para pranchas de surfe
280262,28,Brinquedos antiestresse
280263,28,Bolas de boliche
280264,28,Pesos para exercícios
280265,28,Pulseiras de brinquedo com bastão de brilho para festas
280266,28,Marcadores de cone para esportes
280267,28,Bate-palmas [brinquedo para fazer barulho]
280268,28,Bonecos de personagens
280269,28,Jogos de cartas colecionáveis
280270,28,Jogos de cartas
280271,28,Caixas de areia para parquinhos [playground]
280272,28,Aros para exercícios com sensores de medição
280273,28,"Cintos de exercícios abdominais adesivos, elétricos, para estimulação de músculos"
280274,28,Ventoinhas externas para consoles de jogos
280275,28,Bonecas com articulações esféricas [bjd]
280276,28,Trajes de estimulação elétrica muscular para esportes
280277,28,Fitas de aderência para raquetes
280278,28,Instrumentos musicais de brinquedo
280279,28,Fisgas de pesca
280280,28,Bicicletas de equilíbrio [brinquedos]
280281,28,Coletes de peso para fins de treinamento físico
280282,28,Teclados para jogos
280283,28,Mouses para jogos
280284,28,Protetores de abdômen para a prática de esportes
280285,28,Bilhetes de loteria impressos
280286,28,Almofadas de chute para artes marciais
280287,28,Jogos educativos*
280288,28,Brinquedos inteligentes
280289,28,Óculos divertidos [brinquedo]
280290,28,Bolas antiestresse
280291,28,Blocos de ioga
280292,28,Alças de ioga
280293,28,Rodas de ioga
280294,28,Mouses com trackballs para jogos
280295,28,"Figuras planas de brinquedo feitas em acrílico, com suporte"
290002,29,Extratos de algas para uso alimentar
290003,29,Gelatina
290005,29,Gorduras comestíveis
290006,29,"Anchovas, não vivas"
290007,29,Manteiga de amendoim
290008,29,Manteiga
290009,29,Manteiga de cacau para uso alimentar
290010,29,Manteiga de coco
290012,29,Clara de ovos
290013,29,Morcela [charcutaria]
290014,29,Caldo
290014,29,Consomê
290015,29,Preparações para fazer caldo
290016,29,Caviar
290017,29,Frutas em conserva
290018,29,Charcutaria
290019,29,Batatas em lâminas finas fritas
290019,29,Batatas fritas portuguesas
290020,29,Chucrute
290021,29,Coco seco
290022,29,Óleo de colza para uso alimentar
290022,29,Óleo de nabo silvestre comestível
290023,29,Caldos concentrados
290023,29,Consomês concentrados
290024,29,Compotas
290025,29,Frutas congeladas
290026,29,Sopas
290027,29,Uvas secas [passas]
290028,29,Pepinos em conserva
290029,29,Legumes e verduras em conserva
290030,29,Legumes e verduras cozidos
290031,29,Legumes e verduras secos
290032,29,Óleos para uso alimentar
290033,29,Nata [laticínios]
290034,29,Queijos
290035,29,Frutas cobertas com açúcar
290035,29,Frutas cristalizadas
290036,29,Croquetes
290037,29,"Crustáceos, não vivos"
290038,29,Tâmaras processadas
290039,29,Leite
290040,29,"Lagostins-do-rio, não vivos"
290041,29,Filé de peixe
290042,29,Coalho
290043,29,Frutas cozidas
290044,29,Pastas de geleia de fruta
290045,29,Polpas de frutas
290046,29,Carne
290047,29,"Pescado, não vivo"
290048,29,"Geleias para uso alimentar, exceto confeitos"
290049,29,Geleia de carne [aspic]
290050,29,Carne de caça
290051,29,Compotas de gengibre
290052,29,"Grãos de soja, em conserva, para uso alimentar"
290053,29,Matérias gordurosas para fabricação de gorduras comestíveis
290054,29,Pastas à base de gordura para fatias de pão
290055,29,"Arenques, não vivos"
290057,29,"Lagostas, não vivas"
290058,29,Óleo de milho para uso alimentar
290059,29,Óleo de noz de palma para uso alimentar
290060,29,Óleo de gergelim para uso alimentar
290061,29,"Ostras, não vivas"
290062,29,Ictiocola [cola de peixe] para uso alimentar
290063,29,Presunto
290064,29,Gema de ovos
290065,29,Iogurte
290066,29,"Preparações para sopas [frutas, legumes e verduras]"
290067,29,Caldos de vegetais para cozinha
290068,29,Extratos de carne para fins culinários
290070,29,Kefir
290070,29,Quefir
290071,29,Koumys
290072,29,Bebidas lácteas em que o leite predomina
290073,29,Soro de leite
290074,29,Laticínios
290075,29,"Lagostas espinhosas, não vivas"
290076,29,Bacon
290077,29,Lentilhas em conserva
290078,29,Margarina
290079,29,Geleias de frutas cítricas
290081,29,Tutano animal para uso alimentar
290082,29,"Mariscos, não vivos"
290083,29,"Mexilhões, não vivos"
290084,29,Óleo de palmeira para uso alimentar
290085,29,Frutos oleaginosos preparados
290086,29,Ovos *
290087,29,Ovos em pó
290088,29,Pastas de fígado
290088,29,Patê de fígado
290089,29,Cebolas em conserva
290090,29,Azeitonas em conserva
290091,29,Azeite de oliva para uso alimentar
290092,29,Óleo de ossos para alimentação
290093,29,Pectina para uso culinário
290095,29,Picles
290096,29,Ervilhas em conserva
290097,29,Salsichas
290098,29,Carnes salgadas
290099,29,Preparações para fazer sopa
290101,29,Purê de tomate
290102,29,Saladas de legumes
290103,29,Banha de porco
290104,29,Saladas de frutas
290106,29,"Sardinhas, não vivas"
290107,29,"Salmão, não vivo"
290108,29,Sebo para uso alimentar
290109,29,"Atum, não vivo"
290110,29,Suco de tomate para cozinha
290111,29,Óleo de girassol para uso alimentar
290112,29,Tripas
290113,29,Trufas em conserva
290114,29,Aves não vivas
290115,29,Cascas [raspas] de frutas
290116,29,Alginatos para uso culinário
290117,29,Amêndoas moídas
290118,29,Amendoins preparados
290120,29,Cogumelos em conserva
290121,29,Gordura de coco
290122,29,Oleo de coco para uso alimentar
290123,29,Feijões em conserva
290124,29,Fígado
290125,29,Alimentos à base de peixe
290131,29,Pedaços de fruta
290132,29,"Mariscos, não vivos"
290133,29,Frutas conservadas em álcool
290134,29,Pólen preparado para alimentação
290135,29,"Lagostins, não vivos"
290136,29,Peixe em conserva
290137,29,Carne em conserva
290138,29,"Camarões, não vivos"
290139,29,Ovos de caracol para consumo
290140,29,Tofu
290141,29,Creme batido
290142,29,Carne de porco
290143,29,Ninhos de pássaros comestíveis
290144,29,Peixe enlatado
290145,29,Farinha de peixe para consumo humano
290146,29,Frutas enlatadas
290147,29,Carne enlatada
290148,29,Bolinhos de batata
290149,29,Peixe em salmoura
290150,29,"Pepinos-do-mar, não vivos"
290151,29,Crisálidas do bicho-da-seda para consumo humano
290152,29,Legumes e verduras enlatados
290153,29,Salsichas empanadas
290154,29,Batata em flocos
290155,29,Purê de maçã
290156,29,Compotas de oxicoco
290157,29,Taíne
290158,29,Homus
290159,29,Nori em conserva
290160,29,Petiscos a base frutas
290161,29,Coalhada
290162,29,Kimchi
290163,29,Leite de soja
290164,29,Milk-shakes [bebidas à base de leite]
290165,29,Pimentão em conserva
290166,29,Sementes de girassol preparadas
290167,29,Mousses de peixe
290168,29,"Egg nog, não alcoólico"
290169,29,Mousses de vegetais
290170,29,Ovas de peixe preparadas
290171,29,Sementes preparadas*
290172,29,Aloe vera [babosa] para alimentação humana
290173,29,Alho em conserva
290174,29,Leite albuminoso
290175,29,Óleo de linhaça para uso alimentar
290176,29,Batatas em lâminas finas fritas com baixo teor de gordura
290176,29,Batatas fritas portuguesas com baixo teor de gordura
290177,29,Lecitina para uso culinário
290178,29,Fermentos láticos para uso culinário
290179,29,Compotas
290180,29,Leite condensado
290181,29,Smetana
290182,29,Leite fermentado e cozido no forno
290183,29,Leite coalhado
290184,29,Massa de tomate
290185,29,Pasta de abobrinha
290186,29,Pasta de berinjela
290187,29,Leite de amendoim para culinária
290188,29,Leite de amêndoas para fins culinários
290189,29,Leite de arroz
290190,29,Alcachofras em conserva
290191,29,Arranjos de frutas processadas
290192,29,Leite em pó*
290193,29,Yakitori [espeto de frango grelhado]
290194,29,Bulgogi
290195,29,Frutos oleaginosos caramelizados
290196,29,Frutos oleaginosos aromatizados
290197,29,Avelãs preparadas
290198,29,Frutas silvestres/frutas vermelhas em conserva
290199,29,Guacamole
290200,29,Anéis de cebola
290201,29,Falafel
290202,29,Suco de limão para fins culinários
290203,29,Carne liofilizada
290204,29,Leite de aveia
290205,29,Creme à base de vegetais
290206,29,Vegetais liofilizados
290207,29,Azeite de oliva extra virgem para uso alimentar
290209,29,"Larvas comestíveis de formiga, preparadas"
290210,29,"Insetos comestíveis, não vivos"
290211,29,Milho doce processado
290212,29,Pastas à base de frutos oleaginosos
290213,29,Dumplings [bolinho de massa] à base de batata
290214,29,Salsichas de cachorro-quente
290215,29,"Corn dogs [salsicha empanada, servida em um palito]"
290216,29,Óleo de soja para alimentação
290217,29,Substitutos do leite
290218,29,Leite de amêndoas
290219,29,Leite de amendoim
290220,29,Leite de coco
290221,29,Leite de coco para fins culinários
290222,29,Bebidas à base de leite de coco
290223,29,Leite de arroz para fins culinários
290224,29,Bebidas à base de leite de amêndoas
290225,29,Bebidas à base de leite de amendoim
290226,29,Invólucros naturais ou artificiais para fazer salsichas
290227,29,Bacalhau salgado e seco
290228,29,Bolinhos fritos de queijo cottage
290229,29,Pasta de frutas prensadas
290230,29,Casca de tofu
290231,29,Hambúrguer de soja
290232,29,Hambúrguer de tofu
290233,29,"Tagine [prato preparado de vegetais, peixe ou carne]"
290234,29,Tempeh
290235,29,Satay
290236,29,Legumes e verduras processados
290237,29,Frutas processadas
290238,29,Ratatouille
290239,29,Pato confitado
290240,29,Andouillettes
290241,29,Salsichas brancas
290242,29,Cassoulet
290243,29,Chucrute garnie
290244,29,Hash brown [bolinhos de batata picada ou ralada e frita]
290245,29,Omeletes
290246,29,Charuto de repolho recheado com carne
290247,29,"Concentrados à base de legumes e verduras, para cozinhar"
290248,29,Concentrados à base de frutas para cozinhar
290249,29,Pastas à base de legumes e verduras
290250,29,Ágar-ágar para fins culinários
290251,29,"Moluscos, não vivos"
290252,29,Quark [queijo]
290253,29,Queijo cottage
290254,29,Bebidas de ácido lático
290255,29,"Flores comestíveis, secas"
290256,29,Gengibre cristalizado
290257,29,Gengibre em conserva
290258,29,Gengibre marinado
290259,29,Sopa de frutas vermelhas
290260,29,Sobremesa cremosa britânica [fool] à base de frutas vermelhas
290261,29,Refeições preparadas à base de legumes ou verduras para crianças pequenas
290262,29,Agraço para fins culinários
290263,29,Petisco à base de carne
290264,29,Petisco à base de peixe
290265,29,Petisco à base de legumes e verduras
290266,29,Óleo de amêndoas para alimentos
290267,29,Substitutos de carne
290268,29,Imitação de carne à base de plantas
290269,29,Fruta cortada
290270,29,Legumes e verduras cortados
290271,29,Petisco à base de tofu
290272,29,Óleo vegetal para alimentos
290273,29,Petiscos à base de algas marinhas
290274,29,Algas marinhas preparadas
300002,30,Algas [condimentos]
300003,30,Massas alimentares
300004,30,Pasta de amêndoas
300006,30,Anis [grãos]
300007,30,Anis estrelado
300008,30,Confeitos para decoração de árvores de natal
300009,30,"Infusões, exceto infusões medicinais"
300010,30,Flavorizantes/aromatizantes para café
300011,30,Preparações aromáticas para uso alimentar
300012,30,Temperos
300013,30,Pão sem fermento
300014,30,Sal para conservar alimentos
300015,30,Bolachas
300016,30,Biscoitos*
300017,30,Biscoitos de malte
300019,30,Doces com hortelã-pimenta
300020,30,Balas
300022,30,Waffles
300023,30,Brioches
300024,30,Cacau
300026,30,Café
300027,30,Grãos de café não torrados
300028,30,Preparações vegetais para uso como substitutos de café
300029,30,Bolos
300030,30,Canela [especiaria]
300031,30,Alcaparras
300032,30,Caramelos [balas]
300033,30,Caril (curry) [especiaria]
300034,30,Preparações feitas com cereais
300035,30,Gomas de mascar
300036,30,Chicória [sucedâneo de café]
300037,30,Chá*
300038,30,Chocolate
300039,30,Maçapão
300040,30,Cravos-da-índia [especiaria]
300041,30,Condimentos
300042,30,Confeitos
300042,30,Doces [confeitos]
300043,30,Flocos de milho
300044,30,Pipoca
300045,30,Preparações para engrossar creme batido
300046,30,Sorvetes
300047,30,Panquecas
300048,30,Essências para alimentos
300049,30,Sal de cozinha
300050,30,Agentes para engrossar alimentos em cozimento
300051,30,Açafrão-da-terra*
300053,30,Adoçantes naturais
300054,30,Especiarias
300055,30,Bolo ou pão de gengibre
300056,30,Pimenta-da-jamaica [tempero]
300057,30,Farinhas*
300058,30,Farinha de feijão
300059,30,Farinha de milho
300060,30,Farinha de mostarda
300061,30,Farinha de cevada
300062,30,Farinha de soja
300063,30,Farinha de trigo
300065,30,Amido para uso alimentar
300066,30,Fermentos para massas
300067,30,Fondants [confeitos]
300068,30,Petits fours [pequenos doces ou salgados farináceos e assados]
300069,30,Açúcar *
300070,30,Flavorizantes/aromatizantes para bolos
300071,30,Pó para bolo
300072,30,Massa para bolo
300073,30,Gengibre moído
300074,30,Agentes para engrossar sorvetes
300075,30,Gelo natural ou artificial
300076,30,Gelo [água congelada]
300077,30,Glicose para fins culinários
300078,30,Glúten preparado para fins alimentares
300080,30,Sêmola para alimentação humana
300081,30,Vinagre
300082,30,Ketchup [molho]
300083,30,Bebidas de cacau com leite
300084,30,Bebidas de café com leite
300085,30,Bebidas de chocolate com leite
300086,30,Fermento [lêvedo]
300087,30,Levedura *
300088,30,Materiais para engrossar salsichas
300089,30,Macarons [bolinhos de massapão]
300090,30,Macarrão
300091,30,Milho moído
300092,30,Milho torrado
300093,30,Pão *
300094,30,Maltose
300095,30,Melaço para uso alimentar
300096,30,Xarope de melaço
300097,30,Menta para confeitos
300098,30,Mel
300100,30,Cevada descascada
300101,30,Mostarda
300102,30,Noz-moscada [condimento]
300103,30,Noodles
300104,30,Pastelões [torta]
300105,30,Cevada moída
300106,30,Sanduíches
300107,30,Pastilhas [confeitos]
300108,30,Produtos de confeitaria [pâtisserie]
300109,30,Biscoitos amanteigados
300110,30,Pãezinhos
300111,30,Pimentão [temperos]
300112,30,Pizzas
300113,30,Pimenta
300114,30,Farinha de batata*
300115,30,Pudins
300116,30,Amêndoas torradas
300117,30,Ravióli
300118,30,Alcaçuz [confeito]
300119,30,Arroz*
300120,30,Açafrão [temperos]
300121,30,Sagu
300122,30,Molhos [condimentos]
300123,30,Sal de aipo
300124,30,Semolina
300125,30,Sorbets
300126,30,Espaguete
300127,30,Tapioca
300128,30,Farinha de tapioca*
300129,30,Tortas [tarte]
300130,30,Flavorizantes/aromatizantes de baunilha para fins culinários
300132,30,Aletrias
300133,30,Tortas de carne
300134,30,Pâtes en croûte
300135,30,Amaciantes de carne para fins culinários
300136,30,Gelados comestíveis
300137,30,Pós para preparar gelados comestíveis
300138,30,Confeitos de amêndoas
300139,30,Confeitos de amendoins
300140,30,Flavorizantes/aromatizantes para alimentos
300141,30,Flavorizantes/aromatizantes para bebidas
300142,30,Aveia moída
300143,30,Aveia descascada
300144,30,Alimentos à base de aveia
300145,30,Flocos de aveia
300146,30,Farinha de aveia
300147,30,Tiras de alcaçuz [confeito]
300148,30,Vinagre de cerveja
300149,30,Bebidas à base de café
300150,30,Bebidas à base de cacau
300151,30,Bebidas à base de chocolate
300152,30,Sucedâneos de café
300153,30,Açúcar-cande*
300161,30,Flocos de cereais secos
300162,30,Picles mistos [condimento]
300163,30,Cuscuz
300164,30,Extrato de malte para uso alimentar
300165,30,Malte para consumo humano
300166,30,Própole*
300166,30,Própolis*
300167,30,Tempero de picles [condimento]
300168,30,Geleia real
300169,30,Água do mar para cozinhar
300170,30,Sushi
300171,30,Molho de tomate
300172,30,Maionese
300174,30,Biscoitos de água e sal
300175,30,Creme [culinária]
300176,30,Geleias de frutas [confeitos]
300177,30,Muesli
300178,30,Tortas de arroz
300179,30,Molho de soja
300181,30,Frozen yogurt [sorvete à base de iogurte]
300181,30,Iogurte congelado [sorvete à base de iogurte]
300182,30,Chutney [condimento]
300183,30,Rolinhos primavera
300184,30,Tacos
300185,30,Tortillas
300186,30,Chá gelado [bebidas à base de chá]
300187,30,Bebidas à base de chá
300188,30,Molho para salada
300189,30,Farinha de rosca
300190,30,Tabule
300191,30,Halva
300192,30,Quiches
300193,30,Molhos à base de carne
300194,30,Missô [condimento]
300195,30,Petiscos à base de cereais
300196,30,Petiscos à base de arroz
300197,30,Canjica [papa de milho branco]
300198,30,Farinha de canjica
300199,30,Fermento em pó
300200,30,Bicarbonato de sódio para fins culinários
300201,30,Ervas comestíveis conservadas [temperos]
300202,30,Refeições à base de noodles
300203,30,Cobertura de bolo [glacê]
300204,30,Mousses de chocolate
300205,30,Confeitos sob a forma de mousse
300206,30,Coulis de frutas [molhos]
300207,30,Marinados
300208,30,Cheeseburgers [sanduíches]
300209,30,Pesto
300210,30,Produtos para dourar carnes [ham glaze]
300212,30,Sementes de linhaça para fins culinários [condimento].
300213,30,Germen de trigo para alimentação humana
300214,30,Barras de cereais hiperproteicas
300215,30,Creme de tártaro para uso culinário
300216,30,Aditivos de glúten para uso culinário
300217,30,Molhos para massas alimentares
300218,30,Barras de cereais
300219,30,Palm sugar
300220,30,Massa de farinha
300221,30,Flores ou folhas para uso como substitutos do chá
300222,30,Massa folhada
300224,30,Pelmeni
300225,30,"Decorações, feitas de chocolate, para bolos"
300226,30,"Decorações, à base de confeitos, para bolos"
300227,30,Frutos oleaginosos cobertos com chocolate
300228,30,Arroz-doce
300229,30,Farinha de nozes
300230,30,Alho moído [condimento]
300231,30,Baozi
300232,30,Polpa de arroz para fins culinários
300233,30,Jiaozi
300234,30,Ramen
300235,30,Panquecas salgadas
300236,30,Misturas para massa de panquecas salgadas
300237,30,Burritos
300238,30,Arroz cozido enrolado em folha de alga marinha
300239,30,Papel comestível
300240,30,Papel comestível de arroz
300241,30,Pastas à base de chocolate
300242,30,Pastas de chocolate contendo frutos oleaginosos
300243,30,Dumplings [bolinho de massa] à base de farinha de trigo
300244,30,Xarope de agave [adoçante natural]
300245,30,Glacê espelhado [mirror glaze]
300246,30,Pratos liofilizados com arroz como ingrediente principal
300247,30,Pratos liofilizados com massa como ingrediente principal
300248,30,Bebidas à base de camomila
300249,30,Doce de leite
300250,30,Bibimbap [arroz misturado com vegetais e carne]
300251,30,Oniguiri
300252,30,Arroz instantâneo
300253,30,Cachorro-quente
300254,30,Cubos de gelo
300255,30,Sementes processadas para uso como tempero
300256,30,Sementes de gergelim [temperos]
300257,30,Piccalilli [condimento à base de picles de legumes cortados em pequenos pedaços]
300258,30,Quinoa processada
300259,30,Bulgur (triguilho)
300260,30,Trigo sarraceno processado
300261,30,Farinha de trigo sarraceno
300262,30,Molho de oxicoco [condimento]
300263,30,Molho de maçã [condimento]
300264,30,Croûtons [pedacinhos de pão fritos ou assados]
300265,30,Pão achatado à base de batata
300267,30,Confeitaria à base de frutas
300268,30,Biscoitos de arroz
300269,30,Panquecas kimchi
300270,30,Raspadinhas de gelo com feijões vermelhos adocicados
300271,30,Balas para refrescar hálito
300272,30,Gomas de mascar para refrescar hálito
300273,30,Macarrão udon
300274,30,Macarrão soba
300275,30,Pão sem glúten
300276,30,Tamarindo [condimento]
300277,30,Laksa
300278,30,Profiteroles
300279,30,Croissants
300280,30,"Pains au chocolat [massa folheada assada, com chocolate]"
300281,30,Chá de algas kelp
300282,30,Crème brûlée [sobremesa]
300283,30,Misturas para massa
300284,30,Biscoitos de papel comestível
300285,30,Cocadas sírias
300286,30,"Cápsulas de café, cheias"
300287,30,Água de flor de laranjeira para uso alimentar
300288,30,Picolés
300289,30,Torrone
300290,30,Harissa [condimento]
300291,30,Pasta de gengibre [tempero]
300292,30,"Bebidas de chá, com leite"
300293,30,Batatas fritas com cobertura de chocolate
300294,30,Chás de ervas*
300295,30,Substitutos de chá
300296,30,Chocolate com licor
300297,30,Substitutos de cacau
300298,30,Levedura para fazer cerveja
300299,30,Chá de kombucha
300300,30,Pastelaria dinamarquesa [iguarias]
300301,30,Nhoque
300302,30,Cristais de geleia flavorizados para fazer confeitos de geleia
300303,30,Suco de limão cristalizado [tempero]
300304,30,Sementes de abóbora processadas [temperos]
300305,30,Sementes de cânhamo processadas [temperos]
300306,30,Espelta processada
300307,30,Refeições preparadas à base de macarrão [noodles] para crianças pequenas
300308,30,Espelta pequena processada
300309,30,Pudins de leite
300310,30,Nibs de cacau
300311,30,Doenjang [condimento]
300312,30,Gochujang [pasta de pimenta coreana]
300313,30,Kimbap [rolinho coreano à base de arroz]
300314,30,Favos de mel comestíveis
300315,30,Adoçantes artificiais para fins culinários
300316,30,Sacarina para fins culinários
300317,30,Aspartame para fins culinários
300318,30,Cera de abelha comestível
300319,30,Substitutos de açúcar para fins culinários
300320,30,Grãos de café torrados
300321,30,Biscoitos recheados
300322,30,Ouro comestível para decorar alimentos e bebidas
300323,30,Pasta de açúcar para confeitaria
300324,30,Cardamomo [especiaria]
300325,30,Sumagre [especiaria]
300326,30,Farinha de fava
300327,30,Água floral para fins culinários
300328,30,Molho holandês
300329,30,Creme de manteiga/buttercream [cobertura]
310002,31,Frutas cítricas frescas
310003,31,"Algas para consumo humano ou animal, não processadas"
310004,31,Frutos oleaginosos não processados
310005,31,Animais de cativeiro para exibição
310006,31,Animais vivos
310007,31,Alimentos para animais
310008,31,Árvores
310009,31,Árvores de natal*
310010,31,Troncos de árvores
310011,31,Arbustos
310011,31,Moitas
310012,31,Aveia*
310013,31,Frutas silvestres/frutas vermelhas frescas
310014,31,Sal para gado
310015,31,Beterraba fresca
310016,31,Farelo
310017,31,Madeira bruta não serrada
310018,31,Aparas de madeira para fabricação de pasta de madeira
310019,31,Madeira bruta descascada
310020,31,"Grão de cacau, cru"
310021,31,Cana-de-açúcar
310022,31,Alfarroba crua
310023,31,Sementes de cereais não processadas
310024,31,Cogumelos frescos
310025,31,Micélio de cogumelos para propagação
310026,31,Torta para gado
310027,31,Castanhas frescas
310028,31,Cal para forragem animal
310029,31,Raízes de chicória
310030,31,Chicória fresca
310031,31,Biscoitos para cães
310032,31,Limões frescos
310033,31,Cascas de coco
310034,31,Cocos
310035,31,Alimentos para pássaros
310036,31,Torta de colza para gado
310037,31,Pepinos frescos
310038,31,Cones de lúpulo não processados
310039,31,Massa de farelos para consumo animal
310040,31,Copra
310041,31,Mariscos vivos
310042,31,Legumes e verduras frescos
310043,31,Abóboras frescas
310044,31,Guirlandas de flores naturais
310045,31,Ovos fertilizados para chocar
310046,31,Camada de palha em plantações
310048,31,Resíduos de destilaria para consumo animal
310049,31,Resíduo de cevada
310050,31,Animais de criação
310052,31,Preparações para engorda de animais
310052,31,Preparações para engorda de animais de criação
310053,31,Farinha de arroz para forragem
310054,31,Favas frescas
310055,31,Flores naturais
310056,31,Flores secas para decoração
310057,31,Pólen [matéria-prima]
310058,31,Feno
310059,31,Forragens fortificantes para animais
310060,31,Alimento para gado
310060,31,Forragem
310061,31,Trigo
310062,31,Frutas frescas
310063,31,Grama natural
310064,31,Bagas de zimbro
310065,31,Gérmen para uso botânico
310066,31,Grãos [cereais]
310067,31,Grãos para consumo animal
310068,31,Grãos [sementes]
310068,31,Sementes para plantio
310069,31,Sêmola para aves de criação
310070,31,Ervas comestíveis frescas [temperos]
310071,31,Plantas
310072,31,Mudas [plântulas]
310073,31,Lúpulo não processado
310074,31,Noz de cola
310075,31,Alface fresca
310076,31,Lentilhas frescas
310077,31,Leveduras para consumo animal
310078,31,Cortiça bruta
310079,31,Farinha de linhaça [forragem]
310080,31,Forração para espaços de animais
310081,31,Turfa de forração para espaços de animais
310082,31,Milho*
310083,31,Torta de milho para gado
310084,31,Malte para cervejaria e destilaria
310086,31,Bagaços
310086,31,Resíduos de frutas
310087,31,Avelãs frescas
310088,31,Farinha para animais
310089,31,Ovas de peixes
310090,31,Ovos de bicho-da-seda
310091,31,Bulbos de flores
310091,31,Bulbos de plantas
310092,31,Cebolas frescas
310093,31,Azeitonas frescas
310094,31,Laranjas frescas
310095,31,Cevada *
310096,31,Urtigas
310097,31,Ovos de siba [sépia] para aves
310098,31,Palha [caules de cereais]
310099,31,Palha [forragem]
310100,31,Palmas [folhas de palmeira]
310101,31,Palmeiras
310102,31,Papas para engorda de animais de criação
310103,31,Peixes vivos
