ncl_a,ncl_b,sim_top5,sim_max,item_a_max,item_b_max
8,17,0.543121,0.598066,080045 Ferros para calafetar,170040 Materiais para calafetar
8,18,0.601501,0.813931,080006 Correias de couro usadas para afiar,180096 Correias de couro usadas a tiracolo
8,19,0.450287,0.495785,080047 Martelos de pedra,190142 Pedra artificial
8,20,0.517903,0.70249,080287 Garras de urso para carnes [garras trinchantes],200010 Garras de animais
8,21,0.768789,0.879724,080224 Ferros de passar,210112 Descansos para ferros de passar
8,22,0.460743,0.555461,080276 Cabos para facas,220084 Cabos não metálicos
8,23,0.287546,0.3184,080304 Abridores de costura,230009 Fios para costura [linhas]
8,24,0.238139,0.338158,"080248 Fatiadores de queijo, não elétricos",240053 Panos para queijo
8,25,0.47201,0.588253,080302 Coletes para ferramentas,250159 Coletes para pesca
8,26,0.567051,0.68222,080126 Aparelhos manuais para ondular cabelos,260039 Grampos para ondular os cabelos
8,27,0.203006,0.269161,080181 Atiçadores [ferros para atiçar fogo],"270019 Capachos, resistentes ao fogo, para lareiras e churrasqueiras"
8,28,0.473007,0.567243,080302 Coletes para ferramentas,280213 Coletes de natação
8,29,0.55818,0.602001,080022 Armas brancas,290241 Salsichas brancas
8,30,0.529299,0.612954,080295 Debulhadores de milho manuais,300059 Farinha de milho
8,31,0.483689,0.590774,080295 Debulhadores de milho manuais,310164 Espigas de milho não processadas [abertas ou fechadas]
8,32,0.414504,0.594294,080136 Instrumentos para picar verduras e legumes,"320022 Sucos de frutas, verduras e legumes [bebidas]"
8,33,0.251285,0.310659,080283 Cortadores manuais de cápsulas de garrafas de vinho,330021 Mosto de pêra [vinho de pêra]
8,34,0.410308,0.550483,"080249 Cortadores de pizza, não elétricos",340014 Cortadores de charuto
8,35,0.259196,0.478254,080270 Espátulas para uso por artistas,350079 Agenciamento de artistas
8,36,0.079685,0.139066,080155 Maços [martelos de madeira],360105 Avaliação financeira de madeira em pé
8,37,0.449852,0.499294,080281 Aparelhos elétricos para trançar o cabelo,370117 Supressão de interferência em aparelhos elétricos
8,38,0.178351,0.201519,080305 Cinzéis sem corte,380048 Serviços de difusão sem fio [telecomunicações]
8,39,0.389094,0.441044,080063 Chaves de boca,390121 Armazenamento temporário de chaves
8,40,0.478482,0.532195,080052 Ferramentas manuais para pisoamento,400120 Pisoamento de tecidos
8,41,0.24599,0.410702,080270 Espátulas para uso por artistas,410036 Serviços de modelos vivos para artistas
8,42,0.255243,0.309453,080068 Suporte para pedras de amolar,420198 Conversão de dados e documentos de suporte físico para suporte eletrônico
8,43,0.260804,0.312181,080019 Instrumentos e ferramentas para esfolar animais,430134 Pensão para animais
8,44,0.530106,0.618402,"080242 Aparelhos para depilação, elétricos ou não",440213 Depilação com cera
8,45,0.313893,0.410673,080181 Atiçadores [ferros para atiçar fogo],450179 Combate ao fogo
9,10,1.0,1.0,"090263 Filtros para máscaras respiratórias, exceto para fins médicos",100308 Filtros para máscaras respiratórias para fins médicos
9,11,0.866378,1.0,"090311 Aparelhos de ionização, exceto para tratamento de ar e água",110174 Aparelhos de ionização para tratamento de ar ou água
9,12,0.808874,0.892551,090260 Redes salva-vidas,120354 Botes salva-vidas
9,13,0.875391,1.0,"090830 Sinalizadores de resgate, não explosivos e não pirotécnicos","130080 Sinalizadores de resgate, explosivos ou pirotécnicos"
9,14,0.511569,0.55619,090749 Relógios inteligentes,140032 Relógios elétricos
9,15,0.623286,0.700334,090768 Unidades de efeitos elétricos e eletrônicos para instrumentos musicais,150044 Instrumentos musicais eletrônicos
9,16,0.718141,0.754892,090453 Aparelhos e máquinas para sondagem,160230 Aparelhos e máquinas para mimeografar
9,17,0.564161,0.626509,090861 Anéis de luz [ring lights] de selfie para smartphones,170131 Anéis o-ring
9,18,0.488003,0.510618,090605 Joelheiras para operários,180053 Joelheiras para cavalos
9,19,0.729771,0.979975,"090516 Placas sinalizadoras para estrada, luminosas ou mecânicas","190164 Placas sinalizadoras para estrada, exceto luminosas e mecânicas, não metálicas"
9,20,0.814161,0.902219,090833 Cadeados eletrônicos,"200344 Cadeados não metálicos, exceto eletrônicos"
9,21,0.678113,0.769448,090141 Condutores elétricos,210229 Vidro incorporado com finos condutores elétricos
9,22,0.509784,0.540697,090676 Aparelhos de proteção contra variação de tensão,220115 Lonas de proteção contra poeira
9,23,0.433421,0.458272,090293 Fios para identificação para fios elétricos,230004 Fios de lã
9,24,0.502412,0.546199,090638 Cobertores para incêndio,240114 Cobertores de cama
9,25,0.610312,0.772641,090939 Luvas de dedo capacitivas para dispositivos com tela de toque,250194 Luvas térmicas para dispositivos com tela de toque
9,26,0.625445,0.71952,090734 Telefones celulares,260151 Berloques decorativos para telefones celulares
9,27,0.323502,0.547648,090772 Balanças de banheiro,270001 Tapetes de banheiro
9,28,0.692471,0.820537,090751 Filmes protetores adaptados para telas de computador,280229 Filmes protetores adaptados para telas de jogos portáteis
9,29,0.520144,0.647358,090241 Aparelhos para examinar ovos,290087 Ovos em pó
9,30,0.338842,0.388355,090761 Balanças com avaliadores de massa corporal,300220 Massa de farinha
9,31,0.507084,0.606404,090241 Aparelhos para examinar ovos,310097 Ovos de siba [sépia] para aves
9,32,0.27587,0.373029,090903 Roupas secas para mergulho [dry suit],320061 Bebidas de frutas secas não alcoólicas
9,33,0.131369,0.150675,090204 Indicadores de nível de água,330041 Água de seltz alcoólica
9,34,0.686912,0.851091,090738 Carregadores para cigarros eletrônicos,340039 Cigarros eletrônicos
9,35,0.74302,0.938061,090525 Caixas registradoras,350174 Aluguel de caixas registradoras
9,36,0.722207,0.827663,090843 Máquinas para pagamento com cartão de crédito,360056 Processamento de pagamento de cartão de crédito
9,37,0.749456,0.918243,090765 Estações de carga para veículos elétricos,370176 Reserva de estações de carga para veículos elétricos
9,38,0.793837,0.920944,090600 Aparelhos de fac-símile [fax],380031 Aluguel de aparelhos de fac-símile [fax]
9,39,0.83742,0.873051,090197 Quadros de distribuição [eletricidade],390031 Distribuição de eletricidade
9,40,0.825501,0.954462,090618 Impressoras para uso com computadores*,400144 Aluguel de impressoras para uso com computadores
9,41,0.950342,0.974371,090718 Leitores de livros digitais [e-readers],410241 Aluguel de leitores de livros digitais [e-readers]
9,42,0.897739,1.0,090734 Telefones celulares,420238 Desbloqueio de telefones celulares
9,43,0.355428,0.399569,090874 Carregadores de energia portáteis,430207 Aluguel de vestiários portáteis
9,44,0.426696,0.562757,090940 Dispositivos sequenciadores de música,440253 Terapia com música [musicoterapia]
9,45,0.946574,0.960134,090546 Coletes salva-vidas,450275 Aluguel de coletes salva-vidas
10,11,1.0,1.0,"100050 Almofadas aquecidas eletricamente, para uso medicinal","110296 Almofadas aquecidas eletricamente, exceto para uso medicinal"
10,12,0.562146,0.617857,100012 Vibradores de ar quente para uso medicinal,120006 Balões de ar quente
10,13,0.41647,0.512164,100178 Escovas para limpar as cavidades do corpo,130010 Escovas para limpar armas de fogo
10,14,0.520909,0.545489,100327 Andadores para animais de estimação,140187 Joias e bijuterias para animais de estimação
10,15,0.419566,0.629575,100055 Estojos de instrumentos para médicos,150035 Estojos para instrumentos musicais
10,16,0.589514,0.61047,100007 Agrafos [grampos cirúrgicos],160010 Grampos para papel
10,17,0.451125,0.560065,100183 Cintas elásticas para uso medicinal,"170038 Fibras elásticas, exceto para uso têxtil"
10,18,0.570908,0.686503,100327 Andadores para animais de estimação,180135 Roupas para animais de estimação
10,19,0.436743,0.538377,100130 Lâmpadas a quartzo para uso medicinal,190073 Quartzo para construção
10,20,0.963413,1.0,100096 Camas d'água para uso medicinal,"200230 Camas d'água, exceto para uso medicinal"
10,21,0.793509,0.872849,100249 Separadores de dedos do pé para fins ortopédicos,210367 Separadores de dedos do pé para uso por pedicures
10,22,0.367278,0.425881,100332 Cordões para óculos,220089 Cordões para pendurar quadros
10,23,0.396184,0.41941,100056 Fios [cirúrgicos],230004 Fios de lã
10,24,0.552206,0.637204,100327 Andadores para animais de estimação,240121 Cobertores para animais de estimação
10,25,0.595002,0.655784,100200 Roupas especiais para salas de cirurgia,"250204 Uniformes médicos, exceto para salas de cirurgia"
10,26,0.507346,0.554446,100332 Cordões para óculos,260067 Cordões de lã
10,27,0.206996,0.219175,100138 Respiradores para respiração artificial,270003 Grama artificial
10,28,0.722043,0.910162,100176 Aparelhos para exercícios físicos para uso medicinal,280043 Aparelhos para exercícios físicos
10,29,0.314893,0.42403,100247 Monitores de gordura corporal,290121 Gordura de coco
10,30,0.35914,0.445271,100273 Medidores de glicose,300077 Glicose para fins culinários
10,31,0.587981,0.698786,100327 Andadores para animais de estimação,310142 Bebidas para animais de estimação
10,32,0.1726,0.202008,100082 Bolsa d'água para uso medicinal,320028 Água de soda
10,33,0.092777,0.121476,100082 Bolsa d'água para uso medicinal,330041 Água de seltz alcoólica
10,34,0.397041,0.486949,100109 Vaporizadores para uso medicinal,340041 Vaporizadores para fumantes
10,35,0.292335,0.369538,100245 Aparelhos para testes de dna e rna para fins médicos,"350090 Testes psicológicos, para seleção de pessoal"
10,36,0.385409,0.434677,100087 Aparelhos para análise sanguínea,360046 Análise financeira
10,37,0.612139,0.763507,100214 Aparelhos ortodônticos,370178 Reparo de aparelhos ortodônticos
10,38,0.203883,0.212117,100104 Aparelhos para enemas para uso medicinal,380060 Aluguel de aparelhos de atendimento telefônico
10,39,0.401399,0.629971,100150 Mesas de operação,390032 Operação de portas de eclusas
10,40,0.537261,0.699929,100214 Aparelhos ortodônticos,400102 Fabricação personalizada de aparelhos ortodônticos
10,41,0.463439,0.611679,100176 Aparelhos para exercícios físicos para uso medicinal,410266 Aluguel de máquinas para exercícios físicos
10,42,0.449591,0.555818,100180 Aparelhos de análises para uso medicinal,420007 Análises químicas
10,43,0.270333,0.375631,100200 Roupas especiais para salas de cirurgia,430187 Aluguel de salas de reunião
10,44,0.765786,0.960747,100242 Máscaras para respiração artificial,440263 Aluguel de máscaras para respiração artificial
10,45,0.431915,0.50508,100327 Andadores para animais de estimação,450198 Serviços de babá de animais de estimação
11,12,0.749892,0.935972,110071 Lâmpadas para luzes direcionais para veículos,120228 Luzes direcionais para veículos
11,13,0.459169,0.498565,110160 Depuradores de gás [partes de instalações de gás],130008 Armas de gás lacrimogêneo
11,14,0.46657,0.573544,110315 Ventiladores elétricos de uso pessoal,140057 Relógios de uso pessoal
11,15,0.293679,0.332585,110279 Suportes para fornos,150088 Suportes para instrumentos musicais
11,16,0.680023,0.808824,110167 Aparelhos e máquinas de gelo,160230 Aparelhos e máquinas para mimeografar
11,17,0.480026,0.554167,110137 Radiadores elétricos,170074 Mangueiras de conexão para radiadores de veículos
11,18,0.414156,0.48058,110025 Armações estruturais para fornos,180065 Armações para bolsas [peças estruturais de bolsas]
11,19,0.631902,0.709135,110233 Instalações e aparelhos de ventilação [ar-condicionado],190235 Dutos não metálicos para instalações de ventilação e ar condicionado
11,20,0.539859,0.578657,110367 Luminárias de chão,200276 Toalheiros de chão [móveis]
11,21,1.0,1.0,110266 Frigideiras elétricas,"210136 Frigideiras, não elétricas"
11,22,0.327531,0.433845,110127 Tanques de água sob pressão,220109 Tanques-rede para piscicultura
11,23,0.06489,0.072109,"110360 Lâmpadas de cura, exceto para uso medicinal",230018 Fios de borracha para uso têxtil
11,24,0.43312,0.498259,110046 Bidês [aparelho sanitário],240118 Cobertura de tecido para tampo de vaso sanitário
11,25,0.626808,0.753756,110393 Canecas aquecidas eletricamente,250207 Meias aquecidas eletricamente
11,26,0.470059,0.657707,"110087 Esquenta-pés, elétricos ou não elétricos","260127 Bigudis, elétricos e não elétricos, exceto instrumentos manuais"
11,27,0.411066,0.505093,110256 Luzes para automóveis,270010 Tapetes para automóveis
11,28,0.564803,0.666231,110318 Aparelhos de cloração para piscinas,280095 Piscinas [brinquedos]
11,29,0.439066,0.655864,110373 Máquinas elétricas para fazer leite de soja,290163 Leite de soja
11,30,0.520234,0.714689,"110374 Cápsulas de café, vazias, para máquinas elétricas de café","300286 Cápsulas de café, cheias"
11,31,0.493116,0.590321,110297 Instalações para sauna,310175 Feixes de ramos de bétula para sauna
11,32,0.453601,0.498627,110191 Torrefadores de malte,320004 Malte [cerveja]
11,33,0.269973,0.310859,110191 Torrefadores de malte,"330042 Bebidas alcoólicas de malte fermentadas, aromatizadas, exceto cervejas"
11,34,0.430099,0.474368,110372 Umidificadores de ar,340038 Umidificadores [caixas para conservar tabaco suficientemente úmido]
11,35,0.375611,0.449245,110185 Lampiões para decoração [lanternas chinesas],350046 Decoração de vitrines
11,36,0.178902,0.196341,110160 Depuradores de gás [partes de instalações de gás],"360121 Avaliação financeira de custos de desenvolvimento relacionados com as indústrias de óleo, gás e mine"
11,37,0.696326,0.955335,110405 Esterilizadores para instrumentos médicos,370169 Aluguel de esterilizadores para instrumentos médicos
11,38,0.245043,0.283803,110252 Instalações para fornecimento de água,380057 Fornecimento de acesso a redes blockchain
11,39,0.783701,0.937775,110343 Adegas elétricas,390112 Aluguel de adegas elétricas
11,40,0.766027,0.856726,110099 Aparelhos de ar-condicionado,400118 Aluguel de aparelhos de ar condicionado
11,41,0.440029,0.568777,110339 Aparelhos para esterilizar livros,410024 Publicação de livros
11,42,0.420624,0.459589,110185 Lampiões para decoração [lanternas chinesas],420048 Decoração de interiores
11,43,0.647354,0.750766,110412 Panelas elétricas para hot pot,430216 Aluguel de panelas para hot pot
11,44,0.71574,0.900715,110420 Lâmpadas para cultivo de plantas,440231 Cultivo de plantas
11,45,0.31906,0.3435,110182 Lâmpadas de segurança,450194 Monitorização de alarmes anti-roubo e de segurança
12,13,0.365674,0.405841,120353 Barcos de combate a incêndio,130071 Tanques [carros de combate]
12,14,0.526078,0.63521,120011 Molas amortecedoras para veículos,140058 Molas de relógios
12,15,0.438484,0.622826,120212 Buzinas para veículos,150016 Buzinas grandes [trombetas]
12,16,0.516625,0.689068,"120203 Aparelhos, máquinas e dispositivos aeronáuticos",160230 Aparelhos e máquinas para mimeografar
12,17,0.462695,0.500835,120066 Carros enroladores de mangueira,170065 Canos de mangueira de lona
12,18,0.608134,0.691799,120141 Estribos de veículos,180046 Estribos de couro
12,19,0.614589,0.686768,120140 Vagões [estradas de ferro],190176 Dormentes não metálicos para estradas de ferro
12,20,0.603215,0.666368,120254 Baús para bicicletas,200207 Baús não metálicos
12,21,0.568079,0.69339,120198 Janelas para veículos,210231 Vidro para janelas de veículos [produtos semi-acabados]
12,22,0.587548,0.788409,120334 Capas adaptadas para painel de veículos,"220075 Capas para veículos, não adaptadas"
12,24,0.481905,0.561671,120311 Carrinhos de passeio para animais de estimação,240121 Cobertores para animais de estimação
12,25,0.545832,0.57115,120170 Elevadores para esqui,250167 Luvas de esqui
12,26,0.397277,0.502574,120122 Redes para bicicletas,260042 Redes para os cabelos
12,27,0.500586,0.567027,120014 Correntes antiderrapantes,270012 Tapetes antiderrapantes
12,28,0.689597,1.0,"120257 Veículos de controle remoto, exceto de brinquedo",280185 Veículos de brinquedo de controle remoto
12,29,0.220787,0.450514,120266 Acendedores de charuto para automóveis,290246 Charuto de repolho recheado com carne
12,30,0.343286,0.477458,120292 Câmara tipo mousse para pneus,300205 Confeitos sob a forma de mousse
12,31,0.525782,0.615953,120311 Carrinhos de passeio para animais de estimação,310142 Bebidas para animais de estimação
12,32,0.080989,0.233156,120263 Pastilhas de freio para veículos,320033 Pastilhas para bebidas efervescentes
12,34,0.355822,0.433559,120266 Acendedores de charuto para automóveis,340014 Cortadores de charuto
12,35,0.289674,0.312825,120298 Capas para bancos de motos,350081 Sistematização de informações em bancos de dados de computador
12,36,0.554101,0.599646,120065 Carros de manutenção,360141 Serviços de corretor de carros
12,37,0.60558,0.800881,120110 Veículos elétricos,370151 Recarga de veículos elétricos
12,38,0.284927,0.317444,120122 Redes para bicicletas,380057 Fornecimento de acesso a redes blockchain
12,39,0.868723,0.948588,120017 Atrelagem de reboque para veículos,390007 Serviços de reboque de veículos em pane
12,40,0.364366,0.389557,120223 Assentos ejetáveis para aeronaves,400136 Fabricação personalizada de aeronaves
12,41,0.422704,0.66605,120178 Carros esportivos,410265 Serviços de comentários esportivos
12,42,0.342358,0.473166,120018 Ônibus para transporte urbano,420192 Planejamento urbano
12,43,0.287139,0.354161,120359 Barracas de teto concebidas para veículos,430189 Aluguel de barracas [tendas]
12,44,0.416572,0.474005,120311 Carrinhos de passeio para animais de estimação,440173 Toalete de animais de estimação
12,45,0.646779,0.951763,120354 Botes salva-vidas,450243 Serviços de salva-vidas
13,14,0.256274,0.315041,130073 Sprays para fins de defesa pessoal,140057 Relógios de uso pessoal
13,15,0.14879,0.279779,130019 Estojos [cápsulas] de cartucho,150035 Estojos para instrumentos musicais
13,16,0.438985,0.502977,130024 Aparelhos para carregar cartuchos,"160102 Cartuchos de papel, de forma cônica"
13,17,0.31126,0.361287,130021 Canos de espingardas,170030 Gaxetas para canos
13,18,0.500118,0.605857,130007 Armas motorizadas,180137 Malas motorizadas
13,19,0.307967,0.341427,130021 Canos de espingardas,"190220 Canos para drenagem, não metálicos"
13,20,0.456146,0.491198,130019 Estojos [cápsulas] de cartucho,200214 Cápsulas não metálicas para vedação
13,21,0.44498,0.613183,130010 Escovas para limpar armas de fogo,210278 Escovas para limpar tanques e recipientes
13,22,0.425916,0.596852,130062 Cordéis detonantes para explosivos,220039 Cordéis para redes
13,23,0.095177,0.475884,130030 Algodão-pólvora,230002 Fios de algodão
13,24,0.199091,0.471112,130030 Algodão-pólvora,240028 Tecidos de algodão
13,25,0.45937,0.583853,130074 Cintos porta-munição,250160 Cintos porta-moedas [vestuário]
13,26,0.379992,0.543721,130063 Alças de ombro para armas,260026 Fivelas para alças
13,27,0.236289,0.285253,130077 Armas ligeiras [arma de fogo],"270019 Capachos, resistentes ao fogo, para lareiras e churrasqueiras"
13,28,0.583613,0.771065,130059 Pistolas de ar [armas],280117 Pistolas de ar de brinquedo
13,29,0.269311,0.541858,130041 Chumbo de caça [granalha],290050 Carne de caça
13,30,0.308059,0.431363,130019 Estojos [cápsulas] de cartucho,"300286 Cápsulas de café, cheias"
13,31,0.177107,0.490779,130028 Cães de espingardas,310031 Biscoitos para cães
13,32,0.250151,0.416478,130051 Pós explosivos,320066 Pós para fazer refrigerantes
13,34,0.139467,0.281476,130008 Armas de gás lacrimogêneo,340008 Recipientes de gás para isqueiros para charutos
13,35,0.28251,0.386991,130073 Sprays para fins de defesa pessoal,"350090 Testes psicológicos, para seleção de pessoal"
13,36,0.148868,0.43938,130071 Tanques [carros de combate],360141 Serviços de corretor de carros
13,37,0.216281,0.238969,130024 Aparelhos para carregar cartuchos,370130 Recarga de cartuchos de toner
13,38,0.149652,0.161033,130024 Aparelhos para carregar cartuchos,380060 Aluguel de aparelhos de atendimento telefônico
13,39,0.206305,0.230304,"130080 Sinalizadores de resgate, explosivos ou pirotécnicos",390082 Operações de resgate [transporte]
13,40,0.201028,0.239038,130059 Pistolas de ar [armas],400082 Perfumar o ar
13,41,0.153378,0.293045,130064 Sinais de neblina explosivos,410105 Interpretação de linguagem de sinais
13,42,0.165916,0.217044,130073 Sprays para fins de defesa pessoal,420245 eletrônico de informações de identificação pessoal para detecção de furto de identidade
13,44,0.180648,0.328487,130051 Pós explosivos,440237 Serviços de cuidados pós-natal
13,45,0.443789,0.503825,130071 Tanques [carros de combate],450179 Combate ao fogo
14,15,0.342451,0.537916,140014 Tambores [relojoaria],150066 Tambores [baterias]
14,16,0.544099,0.689595,140109 Objetos de arte de metal precioso,160029 Objetos de arte litografados
14,17,0.356902,0.374814,140163 Prata semitrabalhada ou batida,"170017 Borracha, bruta ou semitrabalhada"
14,18,0.475402,0.595111,140187 Joias e bijuterias para animais de estimação,180135 Roupas para animais de estimação
14,19,0.525078,0.596682,140163 Prata semitrabalhada ou batida,190026 Madeira semitrabalhada
14,20,0.657691,0.79455,140004 Joias e bijuterias de âmbar amarelo,200005 Âmbar amarelo
14,21,0.573519,0.641425,140057 Relógios de uso pessoal,210462 Organizadores eletrônicos de comprimidos para uso pessoal Mochilas de hidratação para uso pessoal abrangendo um reservatório para líquidos e
14,22,0.352345,0.460124,140176 Pulseiras feitas de matéria têxtil bordada [joalheria],"220111 Persianas [toldos] para exteriores, de matéria têxtil"
14,23,0.430531,0.552386,140008 Prata fiada,230016 Seda fiada
14,24,0.387166,0.552375,140187 Joias e bijuterias para animais de estimação,240121 Cobertores para animais de estimação
14,25,0.399148,0.503539,140186 Cordões de pescoço para chaves,250069 Lenços de pescoço*
14,26,0.867015,1.0,140182 Alfinetes de chapéu [joias e bijuterias],"260143 Alfinetes de chapéu, exceto joias e bijuterias"
14,27,0.244659,0.505903,140176 Pulseiras feitas de matéria têxtil bordada [joalheria],"270013 Colgaduras, exceto de matéria têxtil"
14,28,0.448234,0.582383,140187 Joias e bijuterias para animais de estimação,280004 Brinquedos para animais de estimação
14,29,0.23004,0.352065,"140063 Ouro, não trabalhado ou batido",290141 Creme batido
14,30,0.215158,0.292,"140063 Ouro, não trabalhado ou batido",300045 Preparações para engrossar creme batido
14,31,0.507929,0.605759,140187 Joias e bijuterias para animais de estimação,310142 Bebidas para animais de estimação
14,34,0.358536,0.490293,140004 Joias e bijuterias de âmbar amarelo,340002 Boquilhas de âmbar amarelo para piteiras de cigarro e charuto
14,35,0.259748,0.358876,140057 Relógios de uso pessoal,"350090 Testes psicológicos, para seleção de pessoal"
14,36,0.395624,0.484225,140166 Porta-joias,360061 Avaliação de jóias
14,37,0.86101,0.884899,140006 Amuletos [joias e bijuterias],370175 Limpeza de joias e bijuterias
14,39,0.246568,0.358979,140186 Cordões de pescoço para chaves,390121 Armazenamento temporário de chaves
14,40,0.444193,0.488743,140163 Prata semitrabalhada ou batida,400007 Prateação [revestimento com prata]
14,41,0.378414,0.418266,140173 Caixas para apresentação de joias,410248 Apresentação de exposições em museu
14,42,0.227245,0.443976,140043 Relógios de controle,420157 Controle de qualidade
14,43,0.104536,0.188735,140187 Joias e bijuterias para animais de estimação,430134 Pensão para animais
14,44,0.282399,0.46616,140187 Joias e bijuterias para animais de estimação,440173 Toalete de animais de estimação
14,45,0.289878,0.437841,140187 Joias e bijuterias para animais de estimação,450198 Serviços de babá de animais de estimação
15,16,0.489827,0.520506,150020 Cavaletes para tímpanos,160087 Cavaletes para pintura
15,17,0.433199,0.619179,150090 Balalaicas [instrumentos de cordas],170031 Cordas de borracha
15,18,0.382099,0.423166,150059 Peles de tambor,180088 Peles de gado
15,19,0.261532,0.289001,150052 Caixas de música,"190228 Caixas de correspondência, de alvenaria"
15,20,0.457599,0.522624,150082 Flautas de bambu,200255 Cortinas de bambu
15,21,0.397568,0.434031,150052 Caixas de música,210243 Caixas de vidro
15,22,0.521705,0.674968,150090 Balalaicas [instrumentos de cordas],220020 Cordas não metálicas
15,24,0.095791,0.269462,150059 Peles de tambor,240003 Tecidos imitação de peles de animais
15,25,0.307366,0.473447,150059 Peles de tambor,250049 Peles [vestuário]
15,26,0.362371,0.396892,150052 Caixas de música,260049 Caixas de costura
15,27,0.225653,0.297482,150048 Palhetas para instrumentos de corda,270017 Esteiras de corda entrelaçada para rampas de esqui
15,28,0.802675,0.826031,150017 Carrilhões [instrumentos musicais],280278 Instrumentos musicais de brinquedo
15,30,0.119019,0.424732,150005 Nozes de arco para instrumentos musicais,300229 Farinha de nozes
15,34,0.337912,0.38728,150034 Boquilhas para instrumentos musicais,340023 Boquilhas para piteiras para cigarros
15,35,0.14001,0.252956,150052 Caixas de música,350174 Aluguel de caixas registradoras
15,37,0.971725,1.0,150017 Carrilhões [instrumentos musicais],370139 Afinação de instrumentos musicais
15,38,0.11801,0.155908,150053 Aparelhos para virar páginas de caderno de música,380060 Aluguel de aparelhos de atendimento telefônico
15,39,0.283205,0.356638,150007 Crinas de cavalos para arcos de instrumentos musicais,390019 Aluguel de cavalos
15,40,0.377489,0.512811,150066 Tambores [baterias],400141 Aluguel de baterias
15,41,0.391942,0.462521,150019 Chapéus chineses [instrumento musical],410196 Produção musical
15,44,0.225587,0.557253,150052 Caixas de música,440253 Terapia com música [musicoterapia]
16,17,0.789255,1.0,160310 Folhas de viscose para embalar,"170083 Folhas de viscose, exceto para embalar"
16,18,0.68464,0.712739,"160246 Sacos [invólucros, sacolas] de papel ou plástico para embalar","180079 Sacos [invólucros, sacolas] de couro, para embalar"
16,19,0.578415,0.614533,160029 Objetos de arte litografados,"190193 Objetos de arte de pedra, concreto ou mármore"
16,20,0.669772,0.734344,160245 Fitas para máquinas de escrever,200095 Prateleiras para máquinas de escrever
16,21,0.746473,0.837076,160306 Papel toalha,210476 Suportes para toalha de papel
16,22,0.678679,0.749415,160280 Caixas de papel ou papelão,"220031 plásticas, papel ou papelão"
16,23,0.513817,0.637021,160408 Papel de seda,230007 Fios de seda
16,24,0.80007,1.0,"160186 Toalhas de mesa e guardanapos, de papel","240070 Toalhas de mesa e guardanapos, exceto de papel"
16,25,0.629093,0.74684,160276 Babadores de papel,"250182 Babadores, com manga, exceto de papel"
16,26,0.649868,0.677482,160116 Colchetes para papel,260022 Colchetes [vestuário]
16,27,0.338304,0.354578,160358 Bandejas para pintura de parede,270007 Papel de parede
16,28,0.650818,0.744614,160410 Decorações de festa em papel,280204 Chapéus de festa em papel
16,29,0.51733,0.601409,160399 Papel manteiga,290010 Manteiga de coco
16,30,0.527986,0.593529,160370 Papel de arroz*,300240 Papel comestível de arroz
16,31,0.546467,0.644029,160371 Sacos plásticos para dejetos de animais de estimação,310142 Bebidas para animais de estimação
16,32,0.336806,0.449694,160129 Águas-fortes [gravuras],320012 Águas [bebidas]
16,33,0.259023,0.413691,160370 Papel de arroz*,330043 Vinho de arroz
16,34,0.416122,0.450363,160016 Anéis de charutos,340008 Recipientes de gás para isqueiros para charutos
16,35,0.377819,0.466962,160067 Papel para máquinas registradoras,350174 Aluguel de caixas registradoras
16,36,0.451611,0.537213,160066 Papel carbono,360104 Intermediação de créditos de carbono
16,37,0.525119,0.794383,160378 Sacos de papel para uso na esterilização de instrumentos médicos,370141 Esterilização de instrumentos médicos
16,38,0.488808,0.718961,160250 Cartões de felicitações,380046 Transmissão de cartões de felicitações on-line
16,39,0.476253,0.5586,160130 Papel para embalagem,390086 Embalagem de mercadorias
16,40,0.441242,0.487197,160216 Telas para pintura,400016 Pintura para calçados
16,41,0.486156,0.578299,160347 Papéis para pintura e caligrafia,410186 Serviços de caligrafia
16,42,0.569387,0.617821,160231 Fitas de papel e cartões para gravação de programas de computador,420197 Duplicação de programas de computador
16,43,0.311364,0.350212,"160159 Materiais de escritório, exceto móveis",430211 Aluguel de móveis de escritório
16,44,0.389926,0.495611,160371 Sacos plásticos para dejetos de animais de estimação,440173 Toalete de animais de estimação
16,45,0.32687,0.465503,160371 Sacos plásticos para dejetos de animais de estimação,450198 Serviços de babá de animais de estimação
17,18,0.797732,0.916645,170046 Fibra vulcanizada,180098 Caixas de fibra vulcanizada
17,19,0.654361,0.724102,170008 Materiais à prova de som,"190271 Materiais de construção à prova de som, não metálicos"
17,20,0.665278,0.846537,170129 Etiquetas costuradas de borracha para roupas,200360 Etiquetas costuradas de plástico para roupas
17,21,0.762481,1.0,170063 Lã de vidro para isolamento,"210152 Lã de vidro, exceto para isolamento"
17,22,0.858273,1.0,"170096 Fibras de carbono, exceto para uso têxtil",220087 Fibras de carbono para uso têxtil
17,23,0.736207,1.0,"170038 Fios elásticos, exceto para uso têxtil",230019 Fios elásticos para uso têxtil
17,24,0.744671,0.858721,170025 Mangueiras de matérias têxteis,240103 Tapeçarias murais [colgadura] de matérias têxteis
17,25,0.506849,0.65284,170064 Látex [borracha],250188 Vestuário de látex
17,26,0.444283,0.523642,"170070 Mica, bruta ou semiprocessada",260071 Lantejoulas de mica
17,27,0.521079,0.850357,170132 Tapetes de borracha antiderrapantes,270025 Tapetes de borracha
